time,rnti,link,tbs_ul
19:12:55.100264,"0x6e6d,",[UL],7167
19:12:55.101300,"0x6e6d,",[UL],6378
19:12:55.153786,"0x6e6d,",[UL],373
19:12:55.160870,"0x6e6d,",[UL],5072
19:12:55.161766,"0x6e6d,",[UL],5477
19:12:55.163151,"0x6e6d,",[UL],5072
19:12:55.163851,"0x6e6d,",[UL],5861
19:12:55.164784,"0x6e6d,",[UL],6117
19:12:55.168447,"0x6e6d,",[UL],6117
19:12:55.169275,"0x6e6d,",[UL],6378
19:12:55.170359,"0x6e6d,",[UL],6378
19:12:55.172749,"0x6e6d,",[UL],6882
19:12:55.173408,"0x6e6d,",[UL],4251
19:12:55.174643,"0x6e6d,",[UL],6594
19:12:55.174924,"0x6e6d,",[UL],7407
19:12:55.176063,"0x6e6d,",[UL],7167
19:12:55.176937,"0x6e6d,",[UL],6378
19:12:55.177813,"0x6e6d,",[UL],7167
19:12:55.178912,"0x6e6d,",[UL],6378
19:12:55.179797,"0x6e6d,",[UL],0
19:12:55.180871,"0x6e6d,",[UL],7407
19:12:55.181978,"0x6e6d,",[UL],7407
19:12:55.182874,"0x6e6d,",[UL],7407
19:12:55.183702,"0x6e6d,",[UL],7407
19:12:55.188264,"0x6e6d,",[UL],2577
19:12:55.189495,"0x6e6d,",[UL],2577
19:12:55.190424,"0x6e6d,",[UL],2577
19:12:55.193333,"0x6e6d,",[UL],6882
19:12:55.194388,"0x6e6d,",[UL],7407
19:12:55.195283,"0x6e6d,",[UL],7407
19:12:55.198300,"0x6e6d,",[UL],3662
19:12:55.199300,"0x6e6d,",[UL],3662
19:12:55.200274,"0x6e6d,",[UL],4251
19:12:55.203402,"0x6e6d,",[UL],7407
19:12:55.204359,"0x6e6d,",[UL],8324
19:12:55.205564,"0x6e6d,",[UL],7407
19:12:55.208400,"0x6e6d,",[UL],8324
19:12:55.209379,"0x6e6d,",[UL],6882
19:12:55.210247,"0x6e6d,",[UL],8324
19:12:55.215188,"0x6e6d,",[UL],0
19:12:55.218330,"0x6e6d,",[UL],0
19:12:55.276311,"0x6e6d,",[UL],373
19:12:55.283321,"0x6e6d,",[UL],2481
19:12:55.287289,"0x6e6d,",[UL],373
19:12:55.288376,"0x6e6d,",[UL],935
19:12:55.288887,"0x6e6d,",[UL],7407
19:12:55.289774,"0x6e6d,",[UL],8324
19:12:55.290934,"0x6e6d,",[UL],7407
19:12:55.291766,"0x6e6d,",[UL],0
19:12:55.292981,"0x6e6d,",[UL],7407
19:12:55.293806,"0x6e6d,",[UL],8324
19:12:55.294806,"0x6e6d,",[UL],8324
19:12:55.295833,"0x6e6d,",[UL],6594
19:12:55.296809,"0x6e6d,",[UL],7407
19:12:55.297749,"0x6e6d,",[UL],7407
19:12:55.298760,"0x6e6d,",[UL],7407
19:12:55.299722,"0x6e6d,",[UL],8324
19:12:55.300860,"0x6e6d,",[UL],7407
19:12:55.301825,"0x6e6d,",[UL],8324
19:12:55.302930,"0x6e6d,",[UL],8324
19:12:55.303822,"0x6e6d,",[UL],7407
19:12:55.307455,"0x6e6d,",[UL],6882
19:12:55.308367,"0x6e6d,",[UL],2961
19:12:55.309463,"0x6e6d,",[UL],2961
19:12:55.310905,"0x6e6d,",[UL],7407
19:12:55.311835,"0x6e6d,",[UL],7407
19:12:55.312402,"0x6e6d,",[UL],8324
19:12:55.313830,"0x6e6d,",[UL],7407
19:12:55.314929,"0x6e6d,",[UL],8324
19:12:55.315397,"0x6e6d,",[UL],7407
19:12:55.315907,"0x6e6d,",[UL],6882
19:12:55.316798,"0x6e6d,",[UL],8324
19:12:55.317799,"0x6e6d,",[UL],8324
19:12:55.319052,"0x6e6d,",[UL],6882
19:12:55.319767,"0x6e6d,",[UL],7407
19:12:55.321031,"0x6e6d,",[UL],4395
19:12:55.321769,"0x6e6d,",[UL],5861
19:12:55.323739,"0x6e6d,",[UL],7407
19:12:55.325382,"0x6e6d,",[UL],6882
19:12:55.328406,"0x6e6d,",[UL],5861
19:12:55.334543,"0x6e6d,",[UL],0
19:12:55.383342,"0x6e6d,",[UL],7407
19:12:55.384255,"0x6e6d,",[UL],8324
19:12:55.385356,"0x6e6d,",[UL],8324
19:12:55.388420,"0x6e6d,",[UL],2961
19:12:55.389547,"0x6e6d,",[UL],3302
19:12:55.390420,"0x6e6d,",[UL],3302
19:12:55.393305,"0x6e6d,",[UL],7407
19:12:55.394306,"0x6e6d,",[UL],2961
19:12:55.395354,"0x6e6d,",[UL],2769
19:12:55.398405,"0x6e6d,",[UL],7407
19:12:55.399357,"0x6e6d,",[UL],7407
19:12:55.400386,"0x6e6d,",[UL],7407
19:12:55.403308,"0x6e6d,",[UL],6594
19:12:55.404434,"0x6e6d,",[UL],7407
19:12:55.405441,"0x6e6d,",[UL],7407
19:12:55.408372,"0x6e6d,",[UL],8324
19:12:55.409285,"0x6e6d,",[UL],8324
19:12:55.410332,"0x6e6d,",[UL],8324
19:12:55.413468,"0x6e6d,",[UL],7407
19:12:55.416645,"0x6e6d,",[UL],7407
19:12:55.417886,"0x6e6d,",[UL],0
19:12:55.418965,"0x6e6d,",[UL],0
19:12:55.421547,"0x6e6d,",[UL],6378
19:12:55.422489,"0x6e6d,",[UL],7167
19:12:55.423351,"0x6e6d,",[UL],6378
19:12:55.426270,"0x6e6d,",[UL],6378
19:12:55.427459,"0x6e6d,",[UL],5072
19:12:55.428575,"0x6e6d,",[UL],6378
19:12:55.428966,"0x6e6d,",[UL],7167
19:12:55.429927,"0x6e6d,",[UL],7167
19:12:55.431057,"0x6e6d,",[UL],6378
19:12:55.431944,"0x6e6d,",[UL],6378
19:12:55.432823,"0x6e6d,",[UL],77
19:12:55.434827,"0x6e6d,",[UL],0
19:12:55.435892,"0x6e6d,",[UL],0
19:12:55.443888,"0x6e6d,",[UL],0
19:12:55.451781,"0x6e6d,",[UL],0
19:12:55.496253,"0x6e6d,",[UL],373
19:12:55.503471,"0x6e6d,",[UL],7407
19:12:55.505600,"0x6e6d,",[UL],8324
19:12:55.506268,"0x6e6d,",[UL],8324
19:12:55.508416,"0x6e6d,",[UL],8324
19:12:55.510159,"0x6e6d,",[UL],8324
19:12:55.511250,"0x6e6d,",[UL],7407
19:12:55.513300,"0x6e6d,",[UL],7407
19:12:55.515229,"0x6e6d,",[UL],8324
19:12:55.516271,"0x6e6d,",[UL],7407
19:12:55.518458,"0x6e6d,",[UL],8324
19:12:55.520341,"0x6e6d,",[UL],7407
19:12:55.521374,"0x6e6d,",[UL],7407
19:12:55.523563,"0x6e6d,",[UL],7407
19:12:55.526307,"0x6e6d,",[UL],6882
19:12:55.526415,"0x6e6d,",[UL],7407
19:12:55.528502,"0x6e6d,",[UL],3302
19:12:55.531290,"0x6e6d,",[UL],2769
19:12:55.532272,"0x6e6d,",[UL],8324
19:12:55.533378,"0x6e6d,",[UL],6882
19:12:55.536198,"0x6e6d,",[UL],7407
19:12:55.537380,"0x6e6d,",[UL],0
19:12:55.538584,"0x6e6d,",[UL],5861
19:12:55.541178,"0x6e6d,",[UL],6378
19:12:55.542262,"0x6e6d,",[UL],7407
